x_tokens,y_tokens
"['un', 'grand', 'homme', 'ne', 'se', 'soucie', 'pas', 'de', 'son', 'apparence']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['nothing', 'is', 'as', 'precious', 'as', 'love']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['does', 'the', 'amount', 'of', 'rain', 'affect', 'the', 'growth', 'of', 'crops']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['nous', 'nous', 'sommes', 'tous', 'consacrés', 'au', 'développement', 'de', 'notre', 'pays']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['education', 'is', 'one', 'of', 'the', 'most', 'essential', 'aspects', 'of', 'life']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['tu', 'aurais', 'dû', 'voir', ""l'exposition""]","['FR', 'FR', 'FR', 'FR', 'FR']"
"['sers-toi', 'à', 'boire']","['FR', 'FR', 'FR']"
"['son', 'histoire', 'était', 'trop', 'ridicule', 'pour', 'que', 'quiconque', 'y', 'croie']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tu', 'peux', 'laisser', 'ton', 'sac', 'ici']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['was', 'i', 'wrong']","['EN', 'EN', 'EN']"
"['je', 'voudrais', 'consulter', 'un', 'médecin']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['puis-je', 'avoir', ""l'addition"", 'je', 'vous', 'prie']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""j'avais"", 'faim']","['FR', 'FR']"
"['attachez', 'la', 'corde', 'à', ""l'arbre""]","['FR', 'FR', 'FR', 'FR', 'FR']"
"['linda', 'stuck', 'her', 'tongue', 'out']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'doctor', 'analyzed', 'the', 'blood', 'sample', 'for', 'anemia']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['when', 'will', 'you', 'be', 'back']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['parlez', 'lentement', 'et', 'distinctement']","['FR', 'FR', 'FR', 'FR']"
"['relaxe', 'max']","['FR', 'FR']"
"['on', ""t'a"", 'bien', 'menée', 'en', 'bateau']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'bought', 'a', 'round-trip', 'ticket']","['EN', 'EN', 'EN', 'EN', 'EN']"
"[""c'est"", 'à', 'vous', 'de', 'décider', 'ce', 'que', 'vous', 'voulez', 'faire']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['tôt', 'ou', 'tard', 'nous', 'devons', 'mourir']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""you'd"", 'better', 'not', 'wait', 'here']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['money', ""can't"", 'buy', 'happiness']","['EN', 'EN', 'EN', 'EN']"
"['tu', 'en', 'sais', 'beaucoup', 'sur', 'le', 'sumo']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'will', 'find', 'you', 'a', 'good', 'doctor']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['we', 'were', 'all', 'shaking', 'from', 'the', 'bitter', 'cold']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""let's"", 'hope', 'for', 'good', 'results']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['puis-je', 'vous', 'demander', 'une', 'faveur']","['FR', 'FR', 'FR', 'FR', 'FR']"
"[""j'ai"", 'changé', ""l'agencement"", 'de', 'mon', 'site', 'web']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['soyez', 'plus', 'flexible']","['FR', 'FR', 'FR']"
"['the', 'house', 'whose', 'roof', 'you', 'can', 'see', 'is', 'mr', ""baker's""]","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'must', 'be', 'here', 'till', 'five']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['je', 'vais', 'souvent', 'nager', 'à', 'la', 'plage', 'en', 'été']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['le', 'journaliste', 'critiqua', 'le', 'politicien']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['maybe', 'it', 'will', 'be', 'exactly', 'the', 'same', 'for', 'him']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['my', 'physics', 'teacher', ""doesn't"", 'care', 'if', 'i', 'skip', 'classes']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['place', 'le', 'jeu', 'de', 'cartes', 'sur', 'la', 'table', 'en', 'bois', 'de', 'chêne']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['il', 'travaille', 'dans', 'une', 'banque']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['people', 'in', 'the', 'world', 'are', 'always', 'advocating', 'for', 'more', 'freedom', 'and', 'equality']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""didn't"", 'you', 'go', 'out']","['EN', 'EN', 'EN', 'EN']"
"['et', 'alors']","['FR', 'FR']"
"['si', 'tu', 'as', 'besoin', ""d'un"", 'crayon', 'je', ""t'en"", 'prête', 'un']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'approve', 'of', 'your', 'plan']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['il', 'ne', 'fait', 'pas', 'son', 'âge']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['poursuis', 'et', 'parle']","['FR', 'FR', 'FR']"
"['nous', 'sommes', 'fatigués', 'puisque', 'nous', 'avons', 'fusionné', 'toute', 'la', 'journée']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['la', 'moralité', 'de', 'nos', 'politiciens', 'a', 'été', 'corrompue']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['problème', 'dont', 'nous', 'avons', 'pleinement', 'conscience', 'de', ""l'importance""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""l'un"", 'de', 'vous', 'deux', 'elle', 'ou', 'toi', 'doit', 'aller', 'là-bas']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['the', 'lion', 'is', 'the', 'king', 'of', 'beasts']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['je', 'suis', 'fou', 'de', 'vous']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['you', 'should', 'be', 'more', 'careful']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['lucy', 'vient', ""d'amérique""]","['FR', 'FR', 'FR']"
"['laisse-moi', 'tranquille']","['FR', 'FR']"
"['there', 'are', 'a', 'lot', 'of', 'different', 'people', 'in', 'europe']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['aoi', 'danse']","['FR', 'FR']"
"['your', 'behavior', 'leaves', 'much', 'to', 'be', 'desired']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""you'd"", 'better', 'try', 'to', 'assert', 'yourself', 'more']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['do', 'you', 'mind', 'if', 'i', 'turn', 'on', 'the', 'radio']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['elle', 'était', 'très', 'timide', 'à', 'propos', 'de', 'son', 'problème', 'urgent', 'et', 'elle', 'demanda', 'au', 'gynécologue', 'de', 'bien', 'vouloir', ""l'examiner""]","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['le', 'mauvais', 'temps', 'les', 'empêcha', ""d'aller"", 'à', 'la', 'voile']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['à', 'ma', 'surprise', 'elle', 'était', 'vivante']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['participerez-vous', 'à', 'la', 'réunion']","['FR', 'FR', 'FR', 'FR']"
"['please', 'refer', 'to', 'the', 'tourist', 'information', 'office']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['would', 'you', 'like', 'to', 'leave', 'a', 'message']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['aucun', 'problème']","['FR', 'FR']"
"['tu', 'as', 'un', 'brillant', 'avenir']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['je', 'parle', 'avec', 'qui']","['FR', 'FR', 'FR', 'FR']"
"['this', 'is', 'what', 'i', 'was', 'looking', 'for', 'he', 'exclaimed']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'think', ""you'd"", 'better', 'take', 'an', 'umbrella', 'in', 'case', 'it', 'rains']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['not', 'wanting', 'is', 'the', 'same', 'as', 'having']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['what', 'time', 'shall', 'i', 'pick', 'you', 'up']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['nous', 'nous', 'sommes', 'retrouvés', 'les', 'uns', 'sur', 'les', 'autres', 'dans', 'la', 'petite', 'pièce']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['progress', 'in', 'medicine', 'is', 'going', 'ahead', 'by', 'leaps', 'and', 'bounds']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'driver', 'was', 'inattentive', 'and', 'could', 'not', 'stop', 'in', 'time']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['si', 'ce', ""n'était"", 'pour', 'le', 'soleil', 'aucun', 'être', 'vivant', 'ne', 'pourrait', 'exister', 'sur', 'terre']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['the', 'bottles', 'of', 'beer', 'that', 'i', 'brought', 'to', 'the', 'party', 'were', 'redundant', 'the', ""host's"", 'family', 'owned', 'a', 'brewery']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['nous', 'faisons', 'la', 'tournée', 'de', 'toujours', 'faire', 'les', 'bars', 'et', 'puis', 'au', 'karaoké']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""j'ai"", 'perdu', ""l'appareil"", 'photo', 'que', ""j'avais"", 'acheté', 'la', 'veille']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'must', 'finish', 'my', 'homework', 'before', 'dinner']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', ""can't"", 'believe', 'my', 'eyes']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'will', 'lend', 'you', 'some', 'money', 'on', 'the', 'condition', 'that', 'you', 'repay', 'it', 'in', 'a', 'week']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['pouvez-vous', 'attendre', 'un', 'peu', 'plus', 'longtemps']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', ""can't"", 'understand', 'what', ""you're"", 'trying', 'to', 'get', 'at']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['le', 'ministre', 'des', 'affaires', 'étrangères', 'a', 'dit', 'que', 'la', 'guerre', 'était', 'inévitable']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""it's"", 'about', 'time', 'you', 'were', 'independent', 'of', 'your', 'parents']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['cross', 'out', 'all', 'the', 'wrong', 'answers']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['even', 'if', 'your', 'sentences', 'were', 'actually', 'senseless', 'you', 'at', 'least', 'have', 'the', 'luck', 'to', 'be', 'able', 'to', 'form', 'beautiful', 'sentences']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', ""don't"", 'care', 'as', 'long', 'as', 'you', 'are', 'happy']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['aussitôt', 'gagné', 'aussitôt', 'dépensé']","['FR', 'FR', 'FR', 'FR']"
"['tout', 'à', 'coup', 'le', 'ciel', 'se', 'couvrit']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['est-ce', 'que', ""c'est"", 'une', 'photo', 'récente']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['je', 'viens', 'juste', ""d'inventer"", 'le', 'vocable']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'would', 'like', 'to', 'come', 'and', 'see', 'you']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['tu', 'as', 'tout', 'mis', 'hors', 'de', 'service']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['hello', 'are', 'you', 'still', 'here']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['we', 'consider', 'it', 'the', 'citizens', 'legitimate', 'right', 'to', 'have', 'public', 'libraries']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['veuillez', 'attendre', 'à', ""l'extérieur"", 'de', 'la', 'maison']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['vous', 'pouvez', 'lire', ""n'importe"", 'quel', 'livre', 'qui', 'vous', 'intéresse']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['you', 'got', 'me']","['EN', 'EN', 'EN']"
"['le', 'vaisseau', 'spatial', 'atteindra', 'bientôt', 'la', 'lune']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['quant', 'à', ""l'anglais"", 'personne', 'ne', 'peut', 'faire', 'mieux', 'que', 'moi']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['is', 'there', 'a', 'table', 'available', 'for', 'two', 'on', 'friday']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['brush', 'off', 'the', 'dust', 'from', 'your', 'shoes']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['advances', 'in', 'science', ""don't"", 'always', 'benefit', 'humanity']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""i'd"", 'like', 'something', 'to', 'drink']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['avez-vous', 'entendu', 'la', 'nouvelle', 'à', 'la', 'radio', 'ce', 'matin']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""qu'y"", 'a-t-il']","['FR', 'FR']"
"['may', 'i', 'have', 'the', 'check', 'please']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'smoke', 'ascended', 'into', 'the', 'air']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['our', 'train', 'had', 'already', 'pulled', 'out', 'when', 'we', 'arrived', 'at', 'the', 'station']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', ""don't"", 'have', 'to', 'hurry']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['our', 'total', 'debts', 'amount', 'to', 'ten', 'thousand', 'dollars']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['do', 'you', 'have', 'anything', 'to', 'say', 'in', 'particular']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['may', 'i', 'offer', 'you', 'a', 'drink']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['il', 'est', ""d'un"", 'certain', 'âge']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['did', 'you', 'go', 'anywhere', 'during', 'the', 'summer', 'vacation']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['je', 'suis', 'disposé', 'à', ""l'aider""]","['FR', 'FR', 'FR', 'FR', 'FR']"
"['you', 'can', 'do', 'it', 'if', 'you', 'try']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['turn', 'the', 'flame', 'down', 'low']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['que', 'veux-tu', 'que', 'je', 'fasse']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['we', 'should', 'obey', 'the', 'law', 'no', 'matter', 'what', 'happens']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'look', 'very', 'dignified']","['EN', 'EN', 'EN', 'EN']"
"['il', ""n'y"", 'a', 'pas', 'de', 'roses', 'sans', 'épines']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'lost', 'my', 'inspiration']","['EN', 'EN', 'EN', 'EN']"
"[""j'habite"", 'à', 'kakogawa']","['FR', 'FR', 'FR']"
"['la', 'presse', ""s'intéresse"", 'à', 'sa', 'vie', 'privée']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""j'ai"", 'acheté', 'la', 'même', 'chemise', 'que', 'toi']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['you', 'are', 'responsible', 'for', 'the', 'result']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""it's"", 'a', 'common', 'mistake']","['EN', 'EN', 'EN', 'EN']"
"['blotting', 'paper', 'absorbs', 'ink']","['EN', 'EN', 'EN', 'EN']"
"['je', ""n'ai"", 'pas', 'entendu', 'parler', ""d'elle"", 'ces', 'derniers', 'temps']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""c'est"", 'très', 'gentil', 'de', 'votre', 'part']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'always', 'wear', 'boots', 'when', 'it', 'rains', 'or', 'snows']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['pourquoi', 'voulez-vous', 'acheter', 'ce', 'livre']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['les', 'poissons', 'vivent', 'dans', ""l'eau""]","['FR', 'FR', 'FR', 'FR', 'FR']"
"['i', 'think', 'you', 'had', 'better', 'take', 'a', 'rest']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"[""you've"", 'been', 'properly', 'led', 'up', 'the', 'garden', 'path']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['i', 'have', 'a', 'feeling', ""you'll"", 'be', 'a', 'very', 'good', 'lawyer']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['is', 'there', 'a', 'youth', 'hostel', 'near', 'here']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['which', 'way', 'is', 'the', 'beach']","['EN', 'EN', 'EN', 'EN', 'EN']"
"[""don't"", 'forget', 'the', 'ticket']","['EN', 'EN', 'EN', 'EN']"
"['the', 'professor', 'gave', 'a', 'lecture', 'on', 'the', 'middle', 'east']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['dis-moi', 'quoi', 'faire']","['FR', 'FR', 'FR']"
"['je', 'te', 'veux']","['FR', 'FR', 'FR']"
"['put', 'down', 'your', 'pencil']","['EN', 'EN', 'EN', 'EN']"
"['what', 'number', 'should', 'i', 'call', 'in', 'case', 'of', 'an', 'emergency']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['have', 'you', 'eaten', 'lunch', 'yet']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['serrons', 'les', 'rangs', 'et', 'faisons', 'quelque', 'chose', 'de', 'nouveau']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['whenever', 'i', 'go', 'abroad', 'i', 'suffer', 'from', 'jet', 'lag', 'and', 'diarrhea']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['il', 'devrait', 'être', 'puni', ""s'il"", 'a', 'commis', 'un', 'crime']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['lucie', 'a', 'rendu', 'ses', 'parents', 'heureux']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['romeo', 'believing', 'that', 'juliet', 'was', 'dead', 'decided', 'to', 'kill', 'himself']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['après', 'tout', 'le', 'mal', 'que', ""l'on"", ""s'était"", 'donné', 'pour', 'faire', 'aboutir', 'ce', 'projet', 'il', 'leur', 'a', 'seulement', 'pris', 'une', 'seconde', 'pour', ""l'éliminer"", 'au', 'congrès']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['what', 'do', 'you', 'play', 'baseball', 'for']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['as-tu', 'déjà', 'fini', 'tes', 'devoirs']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['la', 'vie', ""s'étend"", 'devant', 'vous']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['it', 'is', 'no', 'business', 'of', 'yours']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['work', 'hard', 'and', 'you', 'will', 'pass', 'the', 'examination']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['the', 'day', 'is', 'almost', 'over']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['à', 'quelle', 'fréquence', 'nourris-tu', 'les', 'poissons']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""qu'est-ce"", 'qui', 'vous', 'a', 'décidé', 'à', 'travailler', 'pour', 'notre', 'société']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""l'archer"", 'tua', 'le', 'cerf']","['FR', 'FR', 'FR', 'FR']"
"['aérez', 'le', 'futon']","['FR', 'FR', 'FR']"
"['to', 'my', 'surprise', 'he', 'refused', 'my', 'offer']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['do', 'you', 'have', 'any', 'coughing']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['you', ""don't"", 'like', 'chocolate', 'do', 'you']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['ta', 'dépêche', 'est', 'arrivée', 'juste', 'alors', 'que', ""j'étais"", 'sur', 'le', 'point', 'de', 'te', 'téléphoner']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['avez-vous', 'déjà', 'pris', 'votre', 'médication']","['FR', 'FR', 'FR', 'FR', 'FR']"
"['pourquoi', 'est-ce', 'que', 'je', 'tire', 'sur', 'ces', 'types', 'dis-moi', ""qu'ont-ils"", 'fait']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"[""qu'est-ce"", 'qui', ""t'a"", 'réveillée']","['FR', 'FR', 'FR', 'FR']"
"['abstenez-vous', 'de', 'fumer', ""s'il"", 'vous', 'plait']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['our', 'troops', 'were', 'constantly', 'attacked', 'by', 'the', 'guerrillas']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['depuis', 'combien', 'de', 'temps', 'es-tu', 'éloignée', 'de', 'ta', 'famille']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['eating', 'too', 'much', 'fat', 'is', 'supposed', 'to', 'cause', 'heart', 'disease']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['it', 'looks', 'like', 'rain']","['EN', 'EN', 'EN', 'EN']"
"['we', 'stand', 'for', 'democracy']","['EN', 'EN', 'EN', 'EN']"
"['our', 'escape', 'was', 'nothing', 'short', 'of', 'a', 'miracle']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['can', 'you', 'speak', 'french']","['EN', 'EN', 'EN', 'EN']"
"['do', 'you', 'know', 'how', 'to', 'use', 'a', 'dictionary']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'really', 'have', 'an', 'ear', 'for', 'music']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['ne', 'parle', 'de', 'notre', 'plan', 'à', 'personne']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['si', 'vous', 'êtes', 'saoul', 'ne', 'prenez', 'pas', 'le', 'volant']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['what', 'are', 'you', 'talking', 'about']","['EN', 'EN', 'EN', 'EN', 'EN']"
"['you', 'must', 'apologize', 'to', 'her', 'and', 'that', 'at', 'once']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['all', 'the', 'students', 'shouted', 'with', 'joy']","['EN', 'EN', 'EN', 'EN', 'EN', 'EN']"
"['je', 'ne', 'peux', 'pas', 'réfléchir', 'avec', 'ce', 'bruit', 'dit-elle', 'en', 'fixant', 'des', 'yeux', 'la', 'machine', 'à', 'écrire']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'FR']"
"['es-tu', 'heureux']","['FR', 'FR']"
"['they', 'are', 'sensible', 'girls']","['EN', 'EN', 'EN', 'EN']"
